GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9777	1	0.859	0.838	-0.1771264	-0.148473	514.79	TM9SF4	transmembrane 9 superfamily member 4
107985403	1	0.84	1.385	-0.2018409	-0.279455	35.2	LOC107985403	
5326	1	0.399	0.896	-0.8437956	-0.756182	194.78	PLAGL2	PLAG1 like zinc finger 2
23509	1	0.957	0.834	-0.0539272	-0.044952	365.48	POFUT1	protein O-fucosyltransferase 1
9371	1	0.89	0.847	-0.1383061	-0.117148	329.94	KIF3B	kinesin family member 3B
171023	1	0.662	0.839	-0.4367736	-0.366247	388.77	ASXL1	ASXL transcriptional regulator 1
140688	1	0.378	1.021	-0.8816833	-0.900062	100.82	NOL4L	nucleolar protein 4 like
149951	1	0.826	1.262	-0.2197293	-0.277193	74.61	COMMD7	COMM domain containing 7
1789	1	0.147	1.372	-1.4506058	-1.990047	50.3	DNMT3B	DNA methyltransferase 3 beta
22919	1	0.995	0.802	0.0062009	0.004976	677.4	MAPRE1	microtubule associated protein RP/EB family member 1
388795	1	0.359	1.04	-0.9168771	-0.953974	95.94	EFCAB8	EF-hand calcium binding domain 8
51654	1	0.977	0.959	0.0289793	0.027777	134.01	CDK5RAP1	CDK5 regulatory subunit associated protein 1
6640	1	0.233	1.62	1.1924208	1.931331	24.81	SNTA1	syntrophin alpha 1
9139	1	0.936	0.875	0.0798964	0.069914	251.15	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2
63941	1	0.426	1.381	0.7964938	1.099658	35.99	NECAB3	N-terminal EF-hand calcium binding protein 3
1869	1	0.384	1.206	0.870968	1.050133	72.19	E2F1	E2F transcription factor 1
11264	1	0.969	1.221	-0.0391305	-0.047768	54.88	PXMP4	peroxisomal membrane protein 4
84905	1	0.803	1.619	-0.2498491	-0.404498	22.48	ZNF341	zinc finger protein 341
128866	1	0.457	0.79	-0.7443882	-0.587881	718.18	CHMP4B	charged multivesicular body protein 4B
22913	1	0.914	0.843	0.1081663	0.091161	693.57	RALY	RALY heterogeneous nuclear ribonucleoprotein
8894	1	0.591	0.798	0.5370376	0.428447	641.33	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
191	1	0.25	0.803	1.1496393	0.923385	568.32	AHCY	adenosylhomocysteinase
107985381	1	0.47	1.525	-0.722036	-1.101096	26.32	LOC107985381	
83737	1	0.585	0.784	-0.5456588	-0.427917	808.92	ITCH	itchy E3 ubiquitin protein ligase
83658	1	0.665	0.93	0.4327156	0.402284	157.87	DYNLRB1	dynein light chain roadblock-type 1
84557	1	0.778	1.577	0.2823611	0.445182	25.23	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
128869	1	0.931	1.066	0.0867295	0.092429	83.12	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
58476	1	0.701	0.944	0.3834596	0.361944	219.6	TP53INP2	tumor protein p53 inducible nuclear protein 2
23054	1	0.697	0.797	-0.3896146	-0.310452	626.34	NCOA6	nuclear receptor coactivator 6
2686	1	0.846	1.165	-0.1943808	-0.22654	59.18	GGT7	gamma-glutamyltransferase 7
55902	1	0.67	0.935	0.4262514	0.398699	151.16	ACSS2	acyl-CoA synthetase short chain family member 2
2937	1	0.876	0.92	0.1560468	0.143603	290.21	GSS	glutathione synthetase
57644	1	0.474	1.567	-0.7160304	-1.121675	24.7	MYH7B	myosin heavy chain 7B
26133	1	0.299	0.82	-1.0389441	-0.852153	407.8	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein
111089941	1	0.946	1.117	0.0676355	0.07555	69.07	MMP24-AS1-EDEM2	MMP24-AS1-EDEM2 readthrough
55741	1	0.96	1.17	-0.0503501	-0.058889	59.74	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2
10544	1	0.687	1.44	0.4024063	0.579395	91.03	PROCR	protein C receptor
10893	1	0.743	1.3	0.328491	0.42704	42.36	MMP24	matrix metallopeptidase 24
101410538	1	0.155	1.1	1.4213872	1.563644	76.78	MMP24OS	MMP24 opposite strand
3692	1	0.777	0.825	-0.2838532	-0.234172	389.96	EIF6	eukaryotic translation initiation factor 6
55245	1	0.942	0.985	-0.0731222	-0.072038	116.55	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
11190	1	0.415	0.807	0.8157353	0.658429	507.83	CEP250	centrosomal protein 250
102725201	1	0.691	1.488	0.3973184	0.591029	28.73	CEP250-AS1	CEP250 antisense RNA 1
51614	1	0.827	0.802	0.2179859	0.174918	546.22	ERGIC3	ERGIC and golgi 3
8904	1	0.889	0.838	-0.1391237	-0.116591	388.55	CPNE1	copine 1
10137	1	0.785	0.809	-0.273167	-0.220875	546.72	RBM12	RNA binding motif protein 12
9054	1	0.857	1.024	0.1807109	0.184964	97.35	NFS1	NFS1 cysteine desulfurase
140823	1	0.486	0.937	0.6973452	0.65361	200.19	ROMO1	reactive oxygen species modulator 1
9584	1	0.334	0.765	-0.9651459	-0.73868	1602.21	RBM39	RNA binding motif protein 39
51230	1	0.97	0.835	-0.0374253	-0.031232	386.91	PHF20	PHD finger protein 20
51282	1	0.293	1.001	1.0526511	1.053554	125.24	SCAND1	SCAN domain containing 1
647979	1	0.986	0.798	-0.0176722	-0.014109	3351.55	NORAD	non-coding RNA activated by DNA damage
2036	1	0.145	0.875	1.4568608	1.27419	259.52	EPB41L1	erythrocyte membrane protein band 4.1 like 1
105372602	1	0.547	1.673	0.6024696	1.007778	21.67	LOC105372602	uncharacterized LOC105372602
25980	1	0.855	0.995	-0.1832112	-0.182347	109.83	AAR2	AAR2 splicing factor
22839	1	0.352	0.824	-0.9303167	-0.766934	391.95	DLGAP4	DLG associated protein 4
10398	1	0.524	0.942	0.6377564	0.600942	193.99	MYL9	myosin light chain 9
60436	1	0.809	1.031	0.2423115	0.249894	111.64	TGIF2	TGFB induced factor homeobox 2
100527943	1	0.724	0.931	0.3532862	0.328908	207.27	TGIF2-RAB5IF	TGIF2-RAB5IF readthrough
55969	1	0.722	0.908	0.356365	0.32366	271.95	RAB5IF	RAB5 interacting factor
84174	1	0.725	1.431	-0.3515473	-0.503204	31.88	SLA2	Src like adaptor 2
57446	1	0.872	0.931	0.1613842	0.150312	168.62	NDRG3	NDRG family member 3
79980	1	0.893	1	0.134775	0.134837	152.68	DSN1	DSN1 component of MIS12 kinetochore complex
140710	1	0.359	0.794	0.9175721	0.728367	842.48	SOGA1	suppressor of glucose, autophagy associated 1
140711	1	0.72	1.44	-0.3585985	-0.516391	30.99	TLDC2	TBC/LysM-associated domain containing 2
25939	1	0.921	0.854	0.0992777	0.084764	772.04	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
5933	1	0.998	0.884	-0.0030924	-0.002733	336.4	RBL1	RB transcriptional corepressor like 1
140699	1	0.666	1.016	-0.4323063	-0.439059	100.26	MROH8	maestro heat like repeat family member 8
6185	1	0.419	0.77	-0.8086698	-0.622936	1261.7	RPN2	ribophorin II
63905	1	0.811	0.928	0.239364	0.222219	162.54	MANBAL	mannosidase beta like
6714	1	0.441	0.824	0.77002	0.63443	400.07	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
10904	1	0.973	0.839	-0.0342949	-0.028774	337.42	BLCAP	BLCAP apoptosis inducing factor
56259	1	0.849	0.87	-0.1900552	-0.1653	239.39	CTNNBL1	catenin beta like 1
9675	1	0.859	0.95	-0.1771878	-0.168287	173.62	TTI1	TELO2 interacting protein 1
58490	1	0.503	0.849	-0.6705361	-0.56912	308.05	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
388796	1	0.776	1.109	-0.2840992	-0.315135	74.56	SNHG17	small nucleolar RNA host gene 17
26776	1	0.852	1.005	0.1860292	0.186965	106.75	SNORA71B	small nucleolar RNA, H/ACA box 71B
26777	1	0.46	1.176	0.7394353	0.869794	149.57	SNORA71A	small nucleolar RNA, H/ACA box 71A
677839	1	0.769	1.506	-0.2940289	-0.442929	34.27	SNORA71C	small nucleolar RNA, H/ACA box 71C
677840	1	0.691	0.911	-0.3977877	-0.362242	179.37	SNORA71D	small nucleolar RNA, H/ACA box 71D
677821	1	0.474	1.573	-0.7167782	-1.127483	25.27	SNORA71E	small nucleolar RNA, H/ACA box 71E
677837	1	0.967	1.409	0.0419888	0.059159	33.2	SNORA60	small nucleolar RNA, H/ACA box 60
57148	1	0.443	0.794	-0.7671584	-0.609129	672.47	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta
79913	1	0.975	1.249	-0.0314036	-0.039236	55.16	ACTR5	actin related protein 5
26051	1	0.462	1.293	-0.7351593	-0.950207	53.54	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
81610	1	0.329	0.898	0.9768198	0.877548	219.62	FAM83D	family with sequence similarity 83 member D
60625	1	0.611	0.956	0.5092153	0.486815	134.9	DHX35	DEAH-box helicase 35
7150	1	0.274	0.774	-1.0931404	-0.845896	1361.57	TOP1	DNA topoisomerase I
101927117	1	0.286	0.959	-1.0666927	-1.022546	137.78	PLCG1-AS1	PLCG1 antisense RNA 1
5335	1	0.311	0.854	-1.0137046	-0.865706	390.37	PLCG1	phospholipase C gamma 1
23051	1	0.116	0.854	-1.5732027	-1.343117	321.87	ZHX3	zinc fingers and homeoboxes 3
64900	1	0.388	0.995	-0.8636405	-0.859213	129.85	LPIN3	lipin 3
84181	1	0.669	0.789	0.4272761	0.337099	741.56	CHD6	chromodomain helicase DNA binding protein 6
11122	1	0.58	5.316	0.5540327	2.945194	52.86	PTPRT	protein tyrosine phosphatase receptor type T
6431	1	0.743	0.782	-0.3279548	-0.256571	890.92	SRSF6	serine and arginine rich splicing factor 6
26013	1	0.888	1.825	-0.1405666	-0.256586	18.37	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1
51098	1	0.816	1.118	0.2322893	0.259727	70.43	IFT52	intraflagellar transport 52
4605	1	0.213	0.924	1.2455629	1.150705	425.46	MYBL2	MYB proto-oncogene like 2
84969	1	0.349	1.679	-0.936926	-1.573378	24.94	TOX2	TOX high mobility group box family member 2
51526	1	0.741	0.856	-0.3308838	-0.283373	269.95	OSER1	oxidative stress responsive serine rich 1
128486	1	0.932	1.326	0.0848031	0.112461	39.6	FITM2	fat storage inducing transmembrane protein 2
79183	1	0.0803	0.881	-1.7490529	-1.541003	218.78	TTPAL	alpha tocopherol transfer protein like
10955	1	0.525	0.805	-0.6358228	-0.511598	1137.73	SERINC3	serine incorporator 3
11142	1	0.834	1.224	-0.2093362	-0.256149	61.04	PKIG	cAMP-dependent protein kinase inhibitor gamma
100	1	0.507	1.218	0.6642707	0.808793	64.85	ADA	adenosine deaminase
8839	1	0.7	1.833	-0.384774	-0.705254	19.34	CCN5	cellular communication network factor 5
7529	1	0.945	0.765	-0.0690273	-0.052821	1648.14	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
80336	1	0.371	1.117	-0.8953434	-1.000232	68.85	PABPC1L	poly(A) binding protein cytoplasmic 1 like
10953	1	0.806	0.997	-0.2457824	-0.24506	109.7	TOMM34	translocase of outer mitochondrial membrane 34
6789	1	0.374	0.817	-0.8894483	-0.726343	500.36	STK4	serine/threonine kinase 4
3787	1	0.475	1.465	0.7136351	1.045411	84.92	KCNS1	potassium voltage-gated channel modifier subfamily S member 1
6385	1	0.962	0.941	-0.0475038	-0.044706	1187.33	SDC4	syndecan 4
90196	1	0.762	1.058	-0.3028318	-0.320332	90.61	SYS1	SYS1 golgi trafficking protein
767557	1	0.711	1.086	0.3701377	0.402145	77.05	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)
55861	1	0.632	1.11	0.4790071	0.531872	71.13	DBNDD2	dysbindin domain containing 2
107985405	1	0.921	1.341	0.0988122	0.132523	39	LOC107985405	uncharacterized LOC107985405
51604	1	0.438	0.843	0.7756909	0.654045	380.62	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
116092	1	0.99	1.05	0.0130611	0.013712	89.66	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
11065	1	0.918	0.957	0.103527	0.099035	134.02	UBE2C	ubiquitin conjugating enzyme E2 C
90203	1	0.408	1.106	-0.8273016	-0.915206	70.89	SNX21	sorting nexin family member 21
10005	1	0.871	1.142	-0.1629695	-0.186148	66.36	ACOT8	acyl-CoA thioesterase 8
140831	1	0.739	1.599	0.3333714	0.532945	23.77	ZSWIM3	zinc finger SWIM-type containing 3
90204	1	0.906	1.121	-0.1185456	-0.132911	67.82	ZSWIM1	zinc finger SWIM-type containing 1
5476	1	0.607	0.816	-0.5138012	-0.41905	441.79	CTSA	cathepsin A
5360	1	0.542	0.877	0.6096529	0.534706	422.64	PLTP	phospholipid transfer protein
63935	1	0.83	0.963	0.2142259	0.206334	131.64	PCIF1	phosphorylated CTD interacting factor 1
63925	1	0.763	0.929	-0.301801	-0.280345	189.96	ZNF335	zinc finger protein 335
4318	1	0.124	1.095	-1.5372006	-1.682972	1760.53	MMP9	matrix metallopeptidase 9
109729184	1	0.106	1.124	-1.6157263	-1.816305	178.1	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1
57727	1	0.502	0.873	0.6720908	0.586504	239.44	NCOA5	nuclear receptor coactivator 5
958	1	0.397	1.129	0.8467674	0.955984	68.25	CD40	CD40 molecule
51006	1	0.704	0.867	-0.3798407	-0.329496	260.15	SLC35C2	solute carrier family 35 member C2
63916	1	0.9	0.933	0.1258448	0.11743	154.53	ELMO2	engulfment and cell motility 2
55713	1	0.842	5.092	0.1999303	1.017972	37.96	ZNF334	zinc finger protein 334
112858	1	0.886	0.961	0.1437429	0.138139	138.59	TP53RK	TP53 regulating kinase
81031	1	0.448	1.351	-0.7588929	-1.025505	36.93	SLC2A10	solute carrier family 2 member 10
2139	1	0.0959	1.171	1.6652016	1.950223	113.05	EYA2	EYA transcriptional coactivator and phosphatase 2
23613	1	0.999	0.813	0.0016682	0.001356	460.35	ZMYND8	zinc finger MYND-type containing 8
8202	1	0.719	0.87	0.3599309	0.31299	1309.03	NCOA3	nuclear receptor coactivator 3
55959	1	0.314	0.9	-1.0070817	-0.906234	1592.93	SULF2	sulfatase 2
105376980	1	0.607	1.417	-0.5137987	-0.72793	46.33	LOC105376980	
105372639	1	0.186	1.817	-1.3234989	-2.40427	21.94	LOC105372639	uncharacterized LOC105372639
57580	1	0.986	0.875	0.0174714	0.015287	241.24	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
10564	1	0.498	0.787	-0.6779826	-0.533386	846.68	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
1434	1	0.669	0.787	0.4277954	0.336641	885.3	CSE1L	chromosome segregation 1 like
6780	1	0.881	0.788	0.1493297	0.117714	741.59	STAU1	staufen double-stranded RNA binding protein 1
55661	1	0.964	0.817	0.0455085	0.037186	428.68	DDX27	DEAD-box helicase 27
57169	1	0.569	0.802	-0.5695623	-0.456961	800.47	ZNFX1	zinc finger NFX1-type containing 1
441951	1	0.617	0.893	0.4998339	0.446494	200.17	ZFAS1	ZNFX1 antisense RNA 1
26765	1	0.555	0.961	0.5899152	0.567178	158.73	SNORD12C	small nucleolar RNA, C/D box 12C
100113393	1	0.647	0.864	0.4573043	0.395242	296.3	SNORD12B	small nucleolar RNA, C/D box 12B
692057	1	0.634	1.121	0.4762054	0.533862	69.69	SNORD12	small nucleolar RNA, C/D box 12
5740	1	0.586	1.573	0.5453594	0.857965	29.59	PTGIS	prostaglandin I2 synthase
9334	1	0.0851	0.914	1.7217022	1.574165	363.33	B4GALT5	beta-1,4-galactosyltransferase 5
23315	1	0.817	0.99	0.2311656	0.228823	158.52	SLC9A8	solute carrier family 9 member A8
9825	1	0.956	1.111	0.0553828	0.061539	74.28	SPATA2	spermatogenesis associated 2
55905	1	0.868	0.884	0.1656514	0.146506	214.23	RNF114	ring finger protein 114
387522	1	0.838	0.837	-0.2041592	-0.170962	330.3	PEDS1-UBE2V1	PEDS1-UBE2V1 readthrough
7335	1	0.361	0.864	-0.9133378	-0.789282	249.63	UBE2V1	ubiquitin conjugating enzyme E2 V1
387521	1	0.8	0.815	0.2529422	0.206083	510.86	PEDS1	plasmanylethanolamine desaturase 1
101927559	1	0.729	0.988	-0.345834	-0.341819	154.63	CEBPB-AS1	CEBPB antisense RNA 1
1051	1	0.378	0.886	-0.8821911	-0.781983	372.44	CEBPB	CCAAT enhancer binding protein beta
5770	1	0.747	0.845	-0.3220932	-0.272075	445.72	PTPN1	protein tyrosine phosphatase non-receptor type 1
140876	1	0.13	1.464	-1.5138543	-2.216829	43.37	RIPOR3	RIPOR family member 3
84612	1	0.929	1.005	0.0894687	0.089904	188.96	PARD6B	par-6 family cell polarity regulator beta
55653	1	0.262	1.967	1.1212011	2.205756	21.75	BCAS4	breast carcinoma amplified sequence 4
23394	1	0.936	0.777	-0.0797248	-0.061922	1018.65	ADNP	activity dependent neuroprotector homeobox
8813	1	0.631	0.899	-0.4796706	-0.431456	219.48	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
27304	1	0.518	1.093	0.6462634	0.70629	80.77	MOCS3	molybdenum cofactor synthesis 3
4773	1	0.157	1	-1.4154401	-1.415699	109.59	NFATC2	nuclear factor of activated T cells 2
10079	1	0.717	0.831	0.3625961	0.301433	570.66	ATP9A	ATPase phospholipid transporting 9A (putative)
57167	1	0.127	1.359	-1.5250719	-2.071848	36.98	SALL4	spalt like transcription factor 4
55734	1	0.234	0.893	1.1898951	1.062756	252	ZFP64	ZFP64 zinc finger protein
128553	1	0.959	0.869	-0.0518782	-0.045098	546.96	TSHZ2	teashirt zinc finger homeobox 2
105372669	1	0.666	1.548	-0.431261	-0.667453	25.82	LOC105372669	uncharacterized LOC105372669
101927770	1	0.475	1.535	-0.7151205	-1.097898	27.57	LOC101927770	uncharacterized LOC101927770
7764	1	0.471	0.791	0.7206336	0.570157	848.81	ZNF217	zinc finger protein 217
1591	1	0.753	1.49	0.3146164	0.468681	186.7	CYP24A1	cytochrome P450 family 24 subfamily A member 1
5203	1	0.309	1.147	1.0170899	1.166818	504.93	PFDN4	prefoldin subunit 4
116151	1	0.177	0.89	1.3514024	1.202436	382.94	FAM210B	family with sequence similarity 210 member B
6790	1	0.944	0.954	-0.0704619	-0.067188	135.53	AURKA	aurora kinase A
1477	1	0.911	0.937	0.1120749	0.105006	151.37	CSTF1	cleavage stimulation factor subunit 1
51507	1	0.955	0.828	0.0560671	0.046442	371.27	RTF2	replication termination factor 2
7022	1	0.811	0.864	0.2386973	0.206352	254.7	TFAP2C	transcription factor AP-2 gamma
8480	1	0.761	0.943	0.3035974	0.286295	147.97	RAE1	ribonucleic acid export 1
55544	1	0.957	1.139	-0.053566	-0.060995	64.73	RBM38	RNA binding motif protein 38
55370	1	0.352	1.2	-0.9309135	-1.11707	55.93	PPP4R1L	protein phosphatase 4 regulatory subunit 1 like (pseudogene)
57403	1	0.108	0.779	-1.60571	-1.251185	1022.04	RAB22A	RAB22A, member RAS oncogene family
9217	1	0.355	0.806	-0.9248161	-0.745504	528.86	VAPB	VAMP associated protein B and C
100534593	1	0.677	0.89	-0.4168164	-0.370796	210.9	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)
8675	1	0.391	0.836	-0.8570759	-0.716657	363.96	STX16	syntaxin 16
79716	1	0.767	1.159	0.2960582	0.34318	63.52	NPEPL1	aminopeptidase like 1
2778	1	0.401	0.766	0.839494	0.642771	2476.81	GNAS	GNAS complex locus
51497	1	0.362	0.84	0.911605	0.765756	326.39	NELFCD	negative elongation factor complex member C/D
1522	1	0.707	0.793	0.3758589	0.298025	660.5	CTSZ	cathepsin Z
514	1	0.493	0.855	0.6852903	0.586054	308.09	ATP5F1E	ATP synthase F1 subunit epsilon
100533975	1	0.505	0.831	0.6669577	0.554249	403.2	SLMO2-ATP5E	SLMO2-ATP5E readthrough
51012	1	0.934	0.862	0.0826625	0.071285	324.16	PRELID3B	PRELI domain containing 3B
128611	1	0.421	1.704	-0.8044217	-1.370756	25.02	ZNF831	zinc finger protein 831
63939	1	0.815	0.925	-0.2344943	-0.216914	164.61	FAM217B	family with sequence similarity 217 member B
5509	1	0.833	1.066	0.2107045	0.224602	82.48	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
60437	1	0.266	1.316	1.1120235	1.463539	76.61	CDH26	cadherin 26
6874	1	0.974	0.948	-0.0331085	-0.03138	152.77	TAF4	TATA-box binding protein associated factor 4
149986	1	0.79	0.921	0.2658212	0.244913	200.73	LSM14B	LSM family member 14B
5688	1	0.819	0.773	-0.2288016	-0.176876	1385.87	PSMA7	proteasome 20S subunit alpha 7
26039	1	0.166	0.986	-1.3842622	-1.364215	146.76	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex
26164	1	0.636	0.979	0.4734423	0.463735	121.27	MTG2	mitochondrial ribosome associated GTPase 2
9885	1	0.395	0.826	-0.8510923	-0.703358	470.48	OSBPL2	oxysterol binding protein like 2
11047	1	0.623	0.82	0.4914245	0.402852	487.22	ADRM1	ADRM1 26S proteasome ubiquitin receptor
105372707	1	0.865	1.253	0.1703568	0.213438	47.66	LOC105372707	
3911	1	0.853	0.809	0.1854685	0.150118	859.63	LAMA5	laminin subunit alpha 5
101928158	1	0.707	1.69	0.376388	0.636091	20.66	LAMA5-AS1	LAMA5 antisense RNA 1
6227	1	0.464	0.773	0.7319919	0.565576	1835.65	RPS21	ribosomal protein S21
81928	1	0.288	1.234	1.0619609	1.310277	53.54	CABLES2	Cdk5 and Abl enzyme substrate 2
140893	1	0.951	1.686	-0.0613975	-0.103486	20.57	RBBP8NL	RBBP8 N-terminal like
28231	1	0.881	1.151	-0.1496472	-0.172272	61.66	SLCO4A1	solute carrier organic anion transporter family member 4A1
101928465	1	0.73	1.557	-0.3448962	-0.537058	25.67	SLCO4A1-AS2	SLCO4A1 antisense RNA 2
55257	1	0.79	0.922	0.2665439	0.245844	163.06	MRGBP	MRG domain binding protein
11054	1	0.465	0.918	0.7309773	0.670723	177.02	OGFR	opioid growth factor receptor
10732	1	0.762	0.943	0.3023121	0.285119	167.21	TCFL5	transcription factor like 5
11083	1	0.972	0.829	-0.0350751	-0.029082	721.56	DIDO1	death inducer-obliterator 1
54994	1	0.746	0.797	-0.3241364	-0.258338	633.87	GID8	GID complex subunit 8 homolog
54915	1	0.916	0.843	0.105759	0.089102	312.58	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
55738	1	0.44	0.942	-0.7726341	-0.728082	179.05	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
1917	1	0.126	3.801	1.5297061	5.814874	325.52	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
79144	1	0.913	0.818	0.1089238	0.089078	790.3	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
5753	1	0.822	1.043	-0.2254898	-0.235273	112.5	PTK6	protein tyrosine kinase 6
85441	1	0.28	0.855	-1.0804703	-0.924225	464	HELZ2	helicase with zinc finger 2
26205	1	0.871	0.965	0.162838	0.157197	142.59	GMEB2	glucocorticoid modulatory element binding protein 2
50861	1	0.627	1.426	0.4859384	0.69304	40.67	STMN3	stathmin 3
100533107	1	0.548	1.134	-0.6007793	-0.681216	71.89	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B readthrough (NMD candidate)
51750	1	0.668	1.171	-0.4283736	-0.501482	63.31	RTEL1	regulator of telomere elongation helicase 1
10139	1	0.581	0.977	-0.5516136	-0.539042	142.48	ARFRP1	ADP ribosylation factor related protein 1
84619	1	0.926	0.976	-0.0926763	-0.090446	120.7	ZGPAT	zinc finger CCCH-type and G-patch domain containing
54923	1	0.833	1.386	0.2113094	0.292972	35.98	LIME1	Lck interacting transmembrane adaptor 1
56731	1	0.27	0.931	1.102322	1.025822	178.33	SLC2A4RG	SLC2A4 regulator
140685	1	0.567	1.147	0.5725902	0.656726	72.65	ZBTB46	zinc finger and BTB domain containing 46
140701	1	0.959	1.648	-0.0515203	-0.084884	25.02	ABHD16B	abhydrolase domain containing 16B
7165	1	0.268	0.809	-1.1075022	-0.895684	540.63	TPD52L2	TPD52 like 2
80331	1	0.73	0.821	-0.3446237	-0.283003	577.14	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5
54963	1	0.721	0.927	0.3576409	0.331615	158.8	UCKL1	uridine-cytidine kinase 1 like 1
100113386	1	0.895	1.598	0.1314707	0.210111	23.82	UCKL1-AS1	UCKL1 antisense RNA 1
57473	1	0.755	0.965	0.312696	0.301836	127.89	ZNF512B	zinc finger protein 512B
24148	1	0.821	0.815	0.2260845	0.184306	584.16	PRPF6	pre-mRNA processing factor 6
6919	1	0.293	1.325	1.0522797	1.394307	44.64	TCEA2	transcription elongation factor A2
54345	1	0.335	1.487	0.9636273	1.433152	29.78	SOX18	SRY-box transcription factor 18
10287	1	0.723	1.125	0.3549058	0.399293	67.82	RGS19	regulator of G protein signaling 19
55251	1	0.737	0.84	0.33598	0.28228	344.16	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
102723996	1	0.644	1.533	0.4625774	0.709282	33.93	LOC102723996	ICOS ligand
102724023	1	0.255	0.982	1.1393707	1.11869	128.44	LOC102724023	glutamine amidotransferase class 1 domain containing 3B
102724159	1	0.484	1.128	0.7005718	0.79046	72.08	LOC102724159	periodic tryptophan protein 2 homolog
102724200	1	0.976	1.265	0.0304494	0.038526	47.19	LOC102724200	trafficking protein particle complex subunit 10-like
102724334	1	0.153	1.418	1.4293699	2.026457	42.89	LOC102724334	histone H2B type F-S-like
102724398	1	0.959	1.749	0.051571	0.090216	20.34	CH507-42P11.6	uncharacterized CH507-42P11.6
102724428	1	0.881	0.94	0.1498958	0.140897	296.77	LOC102724428	salt inducible kinase 1B (putative)
102724701	1	0.932	1.523	0.0851816	0.129735	31.07	LOC102724701	uncharacterized LOC102724701
102724843	1	0.556	1.471	0.5887232	0.865741	36.88	LOC102724843	uncharacterized LOC102724843
102724560	1	0.165	1.274	1.388917	1.769867	47.59	LOC102724560	cystathionine beta-synthase like
102724594	1	0.166	0.89	1.3853075	1.232269	253.45	LOC102724594	U2 small nuclear RNA auxiliary factor 1 like 5
102724951	1	0.493	1.863	0.6851288	1.276543	19.04	LOC102724951	uncharacterized LOC102724951
102723553	1	0.287	1.339	1.0637802	1.424202	41.19	LOC102723553	small integral membrane protein 11B
109864279	1	0.753	0.781	-0.3153432	-0.246233	1069661.04	RNA45SN2	RNA, 45S pre-ribosomal N2
100500862	1	0.558	0.842	0.5863843	0.493974	334.87	MIR3648-1	microRNA 3648-1
109864280	1	0.233	0.823	-1.1927584	-0.981243	377229.08	RNA18SN2	RNA, 18S ribosomal N2
109864281	1	0.238	0.75	1.1805707	0.884883	22281	RNA5-8SN2	RNA, 5.8S ribosomal N2
109864282	1	0.851	0.773	0.1876741	0.145132	642544.54	RNA28SN2	RNA, 28S ribosomal N2
109910379	1	0.707	0.77	-0.375501	-0.288987	1434318.04	RNA45SN3	RNA, 45S pre-ribosomal N3
109910380	1	0.201	0.816	-1.2781093	-1.043502	440425.58	RNA18SN3	RNA, 18S ribosomal N3
109910381	1	0.66	0.76	0.4398056	0.334425	36517.45	RNA5-8SN3	RNA, 5.8S ribosomal N3
109910382	1	0.974	0.763	0.0322909	0.024633	939069.54	RNA28SN3	RNA, 28S ribosomal N3
112268284	1	0.669	0.777	-0.4276936	-0.332137	223368.37	LOC112268284	
106631777	1	0.642	0.765	-0.4653456	-0.355947	1524191.25	RNA45SN1	RNA, 45S pre-ribosomal N1
113218488	1	0.768	1.299	-0.2955164	-0.383745	41.79	MIR10396B	microRNA 10396b
106631781	1	0.13	0.822	-1.5153396	-1.245086	563972.89	RNA18SN1	RNA, 18S ribosomal N1
